Country,Country_Code,Year,VoC,PubSpGDP,PrivSpGDP,GDP,Stud_Tot,IntStud_Tot,IntStud_NonEU,IntRatioUNESCO,IntRatioOECD,IntRatioComb,IntRatioNonEU,IntRatioComb_dummy,PubSpGDPLag,PrivSpGDPLag,Corporate_Governance,InterFirm_Relations,Firm_Hierarchy,Employment_Relations,Occupational_Training,CoIndex,PubStu,PriStu,PubStu2,PriStu2
Duitsland,DEU,2008,CME,0.9259072,0.144459,3103958.247,2486638.291,116894.3,,,,,,,,,0.36,0.63,0.95,0.74,0.83,0.702,1155.768131,180.3216439,1155.768131,180.3216439
Duitsland,DEU,2009,CME,,,3017520.905,2553591.015,132748.4,,,,,,,1.015,0.161,0.36,0.63,0.95,0.74,0.83,0.702,,,,
Duitsland,DEU,2010,CME,1.021222,0.161536,3187863.278,2620543.738,148602.5,,,8.897,8.897,,0,1.028,0.159,0.36,0.63,0.95,0.74,0.83,0.702,1242.305581,196.5068069,1242.305581,196.5068069
Duitsland,DEU,2011,CME,1.031522,0.1593914,3415019.966,2687496.462,164456.6,,,7.159,7.159,,0,1.026,0.169,0.36,0.63,0.95,0.74,0.83,0.702,1310.761996,202.5397321,1310.761996,202.5397321
Duitsland,DEU,2012,CME,1.030683,0.170022,3487234.448,2754449.186,180310.7,,,6.986,6.986,,0,1.02,0.171,0.36,0.63,0.95,0.74,0.83,0.702,1304.882763,215.2541344,1304.882763,215.2541344
Duitsland,DEU,2013,CME,1.025923,0.1719194,3628559.337,2780012.874,196619,109637,7.072593147,7.073,7.073,3.943758715,0,1.032,0.171,0.36,0.63,0.95,0.74,0.83,0.702,1339.066634,224.3945522,1339.066634,224.3945522
Duitsland,DEU,2014,CME,1.033898,0.1715096,3807114.521,2912203.435,210542,134844,7.22964603,8.211,8.211,4.630308391,0,1.012,0.187,0.36,0.63,0.95,0.74,0.83,0.702,1351.61165,224.2139683,1351.61165,224.2139683
Duitsland,DEU,2015,CME,1.018219,0.1881391,3889081.896,2977781,228756,149262,7.682096165,7.682,7.682,5.012524427,0,,,0.36,0.63,0.95,0.74,0.83,0.702,1329.828177,245.715977,1329.828177,245.715977
Duitsland,DEU,2016,CME,1.014411,0.1881889,4165169.905,3043084,244575,161491,8.03707686,8.037,8.037,5.306820318,0,,,0.36,0.63,0.95,0.74,0.83,0.702,1388.457949,257.5803832,1388.457949,257.5803832
Duitsland,DEU,2017,CME,1.010298,0.1849652,4376927.671,3091694,258873,174733,8.373176647,8.373,8.373,5.651691273,0,,,0.36,0.63,0.95,0.74,0.83,0.702,1430.284262,261.8562193,1430.284262,261.8562193
Duitsland,DEU,2018,CME,1.035235,0.1842325,4556073.246,3127927,311738,183840,9.966281182,9.966,9.966,5.877375015,0,,,0.36,0.63,0.95,0.74,0.83,0.702,1507.901715,268.349218,1507.901715,268.349218
Nederland,NLD,2008,CME,0.9983744,0.3988578,763407.575,602286,30052,5012,4.989656077,,,0.832162793,,1.102,0.449,0.4,0.28,0.8,0.7,0.26,0.488,1265.456244,505.5589303,1265.456244,505.5589303
Nederland,NLD,2009,CME,1.089515,0.443901,737085.619,618502,23674,4961,3.827635157,,,0.802099266,,1.134,0.446,0.4,0.28,0.8,0.7,0.26,0.488,1298.404594,529.0088688,1298.404594,529.0088688
Nederland,NLD,2010,CME,1.120781,0.4406379,748993.689,650905,27968,5362,4.296786781,4.409,4.409,0.823776127,0,1.138,0.47,0.4,0.28,0.8,0.7,0.26,0.488,1289.678057,507.0402075,1289.678057,507.0402075
Nederland,NLD,2011,CME,1.125165,0.4643128,777880.907,780014,38367,9327,4.918757868,5.744,5.744,1.195747769,0,1.157,0.484,0.4,0.28,0.8,0.7,0.26,0.488,1122.088028,463.0430505,1122.088028,463.0430505
Nederland,NLD,2012,CME,1.143302,0.4779881,792041.828,793678,57506,14939,7.245507624,8.459,8.459,1.882249476,0,1.167,0.493,0.4,0.28,0.8,0.7,0.26,0.488,1140.945076,477.0027246,1140.945076,477.0027246
Nederland,NLD,2013,CME,1.153453,0.4873702,827475.788,770253.2522,68943,15233,,10.218,10.218,,0,1.172,0.505,0.4,0.28,0.8,0.7,0.26,0.488,1239.143655,523.577199,1239.143655,523.577199
Nederland,NLD,2014,CME,1.15734,0.4984067,830318.43,796808.4602,70692,15164,,10.067,10.067,,0,1.165,0.505,0.4,0.28,0.8,0.7,0.26,0.488,1206.01221,519.3673126,1206.01221,519.3673126
Nederland,NLD,2015,CME,1.154288,0.5002406,851884.697,842601,86189,16819,10.22892211,10.229,10.229,1.996081182,0,,,0.4,0.28,0.8,0.7,0.26,0.488,1167.005834,505.752203,1167.005834,505.752203
Nederland,NLD,2016,CME,1.143769,0.4984915,890488.555,836946,89920,18417,10.74382338,10.744,10.744,2.200500391,0,,,0.4,0.28,0.8,0.7,0.26,0.488,1216.940166,530.3818592,1216.940166,530.3818592
Nederland,NLD,2017,CME,1.128303,0.5024751,943739.619,875455,96289,20396,10.9987378,10.999,10.999,2.329759953,0,,,0.4,0.28,0.8,0.7,0.26,0.488,1216.309511,541.6676579,1216.309511,541.6676579
Nederland,NLD,2018,CME,1.135061,0.4837937,997729.784,889506,104015,23261,11.69356924,11.769,11.769,2.615047004,0,,,0.4,0.28,0.8,0.7,0.26,0.488,1273.160795,542.6555681,1273.160795,542.6555681
Noorwegen,NOR,2008,CME,1.506286,0.0483295,294277.831,212672,16104,7133,7.572223894,,,3.353991122,,1.593,0.065,0.79,0.44,0.73,0.59,0.13,0.536,2084.273327,66.87434375,2084.273327,66.87434375
Noorwegen,NOR,2009,CME,1.595239,0.0647854,267535.443,219282,17507,7776,7.983783439,,,3.546118696,,1.559,0.065,0.79,0.44,0.73,0.59,0.13,0.536,1946.274535,79.04155694,1946.274535,79.04155694
Noorwegen,NOR,2010,CME,1.560369,0.0650013,283400.011,224706,15737,7568,7.003373297,2.796,2.796,3.367956352,0,1.544,0.066,0.79,0.44,0.73,0.59,0.13,0.536,1967.942964,81.97987208,1967.942964,81.97987208
Noorwegen,NOR,2011,CME,1.545856,0.0661557,307471.57,229743,16628,8103,7.237652507,2.806,2.806,3.5269845,0,1.516,0.061,0.79,0.44,0.73,0.59,0.13,0.536,2068.862909,88.53804879,2068.862909,88.53804879
Noorwegen,NOR,2012,CME,1.518847,0.0612403,327987.716,238224,18454,8396,7.746490698,3.056,3.056,3.524413997,0,1.54,0.063,0.79,0.44,0.73,0.59,0.13,0.536,2091.154369,84.31587969,2091.154369,84.31587969
Noorwegen,NOR,2013,CME,1.542566,0.0635415,340137.933,255416,9234,6187,3.615278604,3.615,3.615,2.422322799,0,1.607,0.062,0.79,0.44,0.73,0.59,0.13,0.536,2054.237835,84.61832645,2054.237835,84.61832645
Noorwegen,NOR,2014,CME,1.610815,0.0622004,338506.045,264207,9240,6114,3.497257832,3.565,3.565,2.31409463,0,1.669,0.07,0.79,0.44,0.73,0.59,0.13,0.536,2063.800788,79.69210279,2063.800788,79.69210279
Noorwegen,NOR,2015,CME,1.673187,0.0701508,313230.601,268231,9731,6071,3.627843165,3.628,3.628,2.263347637,0,,,0.79,0.44,0.73,0.59,0.13,0.536,1953.88814,81.91960379,1953.88814,81.91960379
Noorwegen,NOR,2016,CME,1.791,0.1127209,308522.085,277449,10880,6831,3.921441418,3.921,3.921,2.462074111,0,,,0.79,0.44,0.73,0.59,0.13,0.536,1991.584234,125.345152,1991.584234,125.345152
Noorwegen,NOR,2017,CME,1.789086,0.1374188,337993.785,284042,8955,5493,3.152702769,3.153,3.153,1.933868935,0,,,0.79,0.44,0.73,0.59,0.13,0.536,2128.910333,163.5205369,2128.910333,163.5205369
Noorwegen,NOR,2018,CME,1.81049,0.121766,370296.235,288739,12216,7445,4.230810524,4.258,4.258,2.578453205,0,,,0.79,0.44,0.73,0.59,0.13,0.536,2321.881112,156.1600316,2321.881112,156.1600316
Zweden,SWE,2008,CME,1.278797,0.157081,388684.19,406879,22653,8641,5.567502869,,5.567502869,2.123727201,1,1.446,0.165,0.3,0.22,0.73,0.6,0.41,0.452,1221.611772,150.0566538,1221.611772,150.0566538
Zweden,SWE,2009,CME,1.423215,0.1619195,374814.888,422580,27040,15013,6.398788395,,6.398788395,3.55270008,1,1.45,0.15,0.3,0.22,0.73,0.6,0.41,0.452,1262.345996,143.6173961,1262.345996,143.6173961
Zweden,SWE,2010,CME,1.428514,0.147639,396283.62,455025,31534,19000,6.930168672,6.93,6.93,4.175594748,0,1.421,0.166,0.3,0.22,0.73,0.6,0.41,0.452,1244.100212,128.5795668,1244.100212,128.5795668
Zweden,SWE,2011,CME,1.39363,0.1631238,421515.998,463530,36522,22337,7.879101676,,7.879101676,4.818889824,1,1.444,0.174,0.3,0.22,0.73,0.6,0.41,0.452,1267.312451,148.3383845,1267.312451,148.3383845
Zweden,SWE,2012,CME,1.421708,0.1712326,432488.303,453328,28629,16499,6.315294886,,6.315294886,3.639528112,1,1.455,0.17,0.3,0.22,0.73,0.6,0.41,0.452,1356.351428,163.3609585,1356.351428,163.3609585
Zweden,SWE,2013,CME,1.435052,0.1674765,444616.544,436603,25437,12110,5.826116632,5.826,5.826,2.773686851,0,1.442,0.177,0.3,0.22,0.73,0.6,0.41,0.452,1461.39138,170.5504145,1461.39138,170.5504145
Zweden,SWE,2014,CME,1.42181,0.1741444,457507.758,429444,25361,11092,5.905542981,5.906,5.906,2.582874601,0,1.372,0.183,0.3,0.22,0.73,0.6,0.41,0.452,1514.723935,185.5245713,1514.723935,185.5245713
Zweden,SWE,2015,CME,1.352481,0.1800118,481170.723,428557,26672,11863,6.223676197,6.193,6.193,2.768126527,0,,,0.3,0.22,0.73,0.6,0.41,0.452,1518.524398,202.1117563,1518.524398,202.1117563
Zweden,SWE,2016,CME,1.347826,0.1868567,500423.665,426188,28029,12309,6.576675082,6.577,6.577,2.888162032,0,,,0.3,0.22,0.73,0.6,0.41,0.452,1582.597414,219.4043817,1582.597414,219.4043817
Zweden,SWE,2017,CME,1.316297,0.1817807,522476.825,426354,28747,12382,6.742519127,6.743,6.743,2.904159454,0,,,0.3,0.22,0.73,0.6,0.41,0.452,1613.060221,222.7637198,1613.060221,222.7637198
Zweden,SWE,2018,CME,1.311506,0.1808502,544916.384,431065,30912,13663,7.171076288,7.171,7.171,3.169591593,0,,,0.3,0.22,0.73,0.6,0.41,0.452,1657.896389,228.6157239,1657.896389,228.6157239
Zwitserland,CHE,2008,CME,1.019329,,413714.827,224469,31706,9900,14.1248903,,14.1248903,4.410408564,1,1.166,,0.18,0.28,0.27,0.57,0.74,0.408,1878.707175,,1878.707175,
Zwitserland,CHE,2009,CME,1.131189,,413468.607,233488,34847,10525,14.92453574,,14.92453574,4.507726307,1,1.164,,0.18,0.28,0.27,0.57,0.74,0.408,2003.148513,,2003.148513,
Zwitserland,CHE,2010,CME,1.126291,,429590.099,248639,38195,11432,15.36162871,16.823,16.823,4.59783059,0,1.201,,0.18,0.28,0.27,0.57,0.74,0.408,1945.967697,,1945.967697,
Zwitserland,CHE,2011,CME,1.163338,,458820.075,257696,41803,12475,16.22182727,16.226,16.226,4.840975413,0,1.232,,0.18,0.28,0.27,0.57,0.74,0.408,2071.28876,,2071.28876,
Zwitserland,CHE,2012,CME,1.188925,,479280.805,269573,44468,13156,16.4957173,16.501,16.501,4.880310714,0,1.234,,0.18,0.28,0.27,0.57,0.74,0.408,2113.82049,,2113.82049,
Zwitserland,CHE,2013,CME,1.192015,,503360.433,279832,47142,13384,16.84653649,16.859,16.859,4.782869722,0,1.283,,0.18,0.28,0.27,0.57,0.74,0.408,2144.190752,,2144.190752,
Zwitserland,CHE,2014,CME,1.239107,,524917.015,289722,49552,13829,17.10329212,17.107,17.107,4.773196374,0,1.276,,0.18,0.28,0.27,0.57,0.74,0.408,2245.008483,,2245.008483,
Zwitserland,CHE,2015,CME,1.234425,,546805.519,294450,50591,13993,17.18152488,17.182,17.182,4.752249958,0,,,0.18,0.28,0.27,0.57,0.74,0.408,2292.376984,,2292.376984,
Zwitserland,CHE,2016,CME,1.221542,,570267.342,295149,51911,14416,17.58806569,17.588,17.588,4.884312669,0,,,0.18,0.28,0.27,0.57,0.74,0.408,2360.182516,,2360.182516,
Zwitserland,CHE,2017,CME,1.244379,,584052.298,300618,53368,15098,17.75276264,17.753,17.753,5.022320686,0,,,0.18,0.28,0.27,0.57,0.74,0.408,2417.627735,,2417.627735,
Zwitserland,CHE,2018,CME,1.231753,,610525.001,306743,54279,15756,17.69526933,17.695,17.695,5.136547533,0,,,0.18,0.28,0.27,0.57,0.74,0.408,2451.615853,,2451.615853,
Frankrijk,FRA,2008,SME,1.121222,0.2516789,2259255.844,2164538,243436,184261,11.246557,,11.246557,8.512717263,1,1.209,0.247,0.4,0.4,0.6,0.38,0.38,0.432,1170.285463,262.6920967,1170.285463,262.6920967
Frankrijk,FRA,2009,SME,1.210475,0.2470329,2245566.431,2172855,249143,191321,11.46615858,,11.46615858,8.805051419,1,1.187,0.262,0.4,0.4,0.6,0.38,0.38,0.432,1250.981785,255.2994966,1250.981785,255.2994966
Frankrijk,FRA,2010,SME,1.188449,0.2624131,2336459.963,2245097,259935,198996,11.57789619,,11.57789619,8.863581395,1,1.156,0.274,0.4,0.4,0.6,0.38,0.38,0.432,1236.812265,273.0918539,1236.812265,273.0918539
Frankrijk,FRA,2011,SME,1.156935,0.274154,2446474.544,2259448,268212,207053,11.870687,,11.870687,9.163875424,1,1.133,0.286,0.4,0.4,0.6,0.38,0.38,0.432,1252.700671,296.8471866,1252.700671,296.8471866
Frankrijk,FRA,2012,SME,1.131791,0.2858957,2474005.287,2296306,271399,208603,11.81893877,,11.81893877,9.084285805,1,1.14,0.305,0.4,0.4,0.6,0.38,0.38,0.432,1219.374473,308.0196948,1219.374473,308.0196948
Frankrijk,FRA,2013,SME,1.138958,0.3051404,2608523.504,2338135,228639,173570,9.778691136,9.779,9.779,7.423437911,0,1.141,0.31,0.4,0.4,0.6,0.38,0.38,0.432,1270.670305,340.4276936,1270.670305,340.4276936
Frankrijk,FRA,2014,SME,1.140018,0.3096292,2662032.873,2388880,235123,176844,9.842394762,9.842,9.842,7.402799638,0,1.14,0.297,0.4,0.4,0.6,0.38,0.38,0.432,1270.371635,345.0332829,1270.371635,345.0332829
Frankrijk,FRA,2015,SME,1.137493,0.2966569,2718495.127,2424158,239409,182770,9.87596518,9.876,9.876,7.539525064,0,,,0.4,0.4,0.6,0.38,0.38,0.432,1275.605459,332.6764745,1275.605459,332.6764745
Frankrijk,FRA,2016,SME,1.114654,0.3073233,2864105.631,2480186,245349,186010,9.892362911,9.892,9.892,7.499840738,0,,,0.4,0.4,0.6,0.38,0.38,0.432,1287.196524,354.8953159,1287.196524,354.8953159
Frankrijk,FRA,2017,SME,1.119547,0.3073555,2983010.673,2532831,258380,199706,10.20123332,10.201,10.201,7.884695031,0,,,0.4,0.4,0.6,0.38,0.38,0.432,1318.53276,361.9841738,1318.53276,361.9841738
Frankrijk,FRA,2018,SME,1.124924,0.3188065,3124870.045,2618729,229623,192631,8.768490363,8.768,8.768,7.355896696,0,,,0.4,0.4,0.6,0.38,0.38,0.432,1342.346348,380.4245808,1342.346348,380.4245808
Griekenland,GRC,2008,SME,,,341817.829,635206.9224,,,,,,,,,,0.85,0.75,0.05,0.83,0.16,0.528,,,,
Griekenland,GRC,2009,SME,,,337447.85,645132.4852,,,,,,,,,,0.85,0.75,0.05,0.83,0.16,0.528,,,,
Griekenland,GRC,2010,SME,,,310668.24,641844,26835,11037,4.180922467,,4.180922467,1.71957672,1,,,0.85,0.75,0.05,0.83,0.16,0.528,,,,
Griekenland,GRC,2011,SME,,,285079.561,660741,32828,13232,4.968361279,,4.968361279,2.002600111,1,,,0.85,0.75,0.05,0.83,0.16,0.528,,,,
Griekenland,GRC,2012,SME,0.7546523,0.0879029,275155.48,663698,29012,12941,4.371265244,,4.371265244,1.949832605,1,0.649,0.109,0.85,0.75,0.05,0.83,0.16,0.528,312.8632538,36.44272643,312.8632538,36.44272643
Griekenland,GRC,2013,SME,0.6524193,0.1094688,284524.655,659284,27600,,4.186359748,4.186,4.186,,0,0.644,0.124,0.85,0.75,0.05,0.83,0.16,0.528,281.5620829,47.24302812,281.5620829,47.24302812
Griekenland,GRC,2014,SME,0.6491024,0.1248635,290197.021,677429,,,,4.194,4.194,,0,0.725,0.114,0.85,0.75,0.05,0.83,0.16,0.528,278.0624727,53.48902355,278.0624727,53.48902355
Griekenland,GRC,2015,SME,0.7258541,0.1144736,289145.992,704685.8618,,,,3.205,3.205,,0,,,0.85,0.75,0.05,0.83,0.16,0.528,297.8317221,46.97069208,297.8317221,46.97069208
Griekenland,GRC,2016,SME,0.6304024,,296029.545,709488,23734,6064,3.345229236,3.345,3.345,0.854700855,0,,,0.85,0.75,0.05,0.83,0.16,0.528,263.0315603,,263.0315603,
Griekenland,GRC,2017,SME,0.6223678,0.1174455,308068.164,735027,25067,4507,3.410350912,3.41,3.41,0.613174754,0,,,0.85,0.75,0.05,0.83,0.16,0.528,260.849881,49.22434081,260.849881,49.22434081
Griekenland,GRC,2018,SME,0.6620562,0.1197545,318561.979,766874,26325,4631,3.432767312,3.433,3.433,0.603880168,0,,,0.85,0.75,0.05,0.83,0.16,0.528,275.0203205,49.74641273,275.0203205,49.74641273
Italië,ITA,2008,SME,0.641295,0.2663939,2089717.307,2013856,68306,39074,3.391801599,,3.391801599,1.940257893,1,0.646,0.296,0.79,0.49,0.2,0.86,0.72,0.612,665.4523761,276.4288724,665.4523761,276.4288724
Italië,ITA,2009,SME,0.6445709,0.2953997,2046377.425,2011713,65873,46873,3.274473049,,3.274473049,2.33000433,1,0.633,0.303,0.79,0.49,0.2,0.86,0.72,0.612,655.6776929,300.4898201,655.6776929,300.4898201
Italië,ITA,2010,SME,0.6306764,0.3021785,2085694.44,1980399,69905,46152,3.529844238,,3.529844238,2.330439472,1,0.624,0.314,0.79,0.49,0.2,0.86,0.72,0.612,664.2087079,318.2449685,664.2087079,318.2449685
Italië,ITA,2011,SME,0.6193513,0.3123318,2173169.961,1967569,73584,54928,3.739843431,,3.739843431,2.791668297,1,0.606,0.313,0.79,0.49,0.2,0.86,0.72,0.612,684.0703632,344.9688858,684.0703632,344.9688858
Italië,ITA,2012,SME,0.6018897,0.3106086,2172383.108,1925930,77732,59244,4.036076078,,4.036076078,3.076124262,1,0.631,0.308,0.79,0.49,0.2,0.86,0.72,0.612,678.9109766,350.3558675,678.9109766,350.3558675
Italië,ITA,2013,SME,0.6276676,0.3062336,2187376.607,1872693,82450,62579,4.402750478,4.41,4.41,3.341658243,0,0.609,0.329,0.79,0.49,0.2,0.86,0.72,0.612,733.1396151,357.6924851,733.1396151,357.6924851
Italië,ITA,2014,SME,0.6072653,0.32773,2200256.409,1854360,87544,66534,4.720981902,4.734,4.734,3.587976445,0,0.57,0.326,0.79,0.49,0.2,0.86,0.72,0.612,720.5393604,388.8619432,720.5393604,388.8619432
Italië,ITA,2015,SME,0.5687661,0.3258611,2240922.483,1826477,90419,69492,4.950459272,4.95,4.95,3.80470162,0,,,0.79,0.49,0.2,0.86,0.72,0.612,697.8246871,399.8021685,697.8246871,399.8021685
Italië,ITA,2016,SME,0.5426367,0.3199512,2420672.141,1815950,92655,72150,5.102288059,5.102,5.102,3.973127013,0,,,0.79,0.49,0.2,0.86,0.72,0.612,723.3379456,426.4968509,723.3379456,426.4968509
Italië,ITA,2017,SME,0.5551374,0.3155293,2517184.468,1837051,97563,76077,5.310848746,5.311,5.311,4.14125683,0,,,0.79,0.49,0.2,0.86,0.72,0.612,760.666547,432.3480694,760.666547,432.3480694
Italië,ITA,2018,SME,0.5585754,0.3237114,2605604.586,1895990,106611,83016,5.622972695,5.623,5.623,4.378504106,0,,,0.79,0.49,0.2,0.86,0.72,0.612,767.6341246,444.8672769,767.6341246,444.8672769
Portugal,PRT,2008,SME,0.7728194,0.4720397,281542.549,376917,8102,6585,2.14954486,,2.14954486,1.747068983,1,0.878,0.36,0.77,0.83,0.05,0.57,0.02,0.448,577.266464,352.5955591,577.266464,352.5955591
Portugal,PRT,2009,SME,0.8785128,0.3599482,279829.997,373002,9135,7500,2.449048531,,2.449048531,2.010713079,1,0.909,0.408,0.77,0.83,0.05,0.57,0.02,0.448,659.06948,270.0368999,659.06948,270.0368999
Portugal,PRT,2010,SME,0.9102976,0.4091217,288463.417,383627,11034,8479,2.876231339,2.876,2.876,2.210219823,0,0.853,0.391,0.77,0.83,0.05,0.57,0.02,0.448,684.4866398,307.6338307,684.4866398,307.6338307
Portugal,PRT,2011,SME,0.8535207,0.3914374,282620.91,396268,13356,10034,3.370446264,3.37,3.37,2.532124724,0,0.67,0.565,0.77,0.83,0.05,0.57,0.02,0.448,608.7365039,279.1756947,608.7365039,279.1756947
Portugal,PRT,2012,SME,0.6703711,0.5652454,277991.759,390273,18525,11576,4.746677326,3.47,3.47,2.966128838,0,0.737,0.532,0.77,0.83,0.05,0.57,0.02,0.448,477.5058517,402.6247345,477.5058517,402.6247345
Portugal,PRT,2013,SME,0.7363031,0.5316044,292135.199,371000,14541,11573,3.919407008,4.03,4.03,3.119407008,0,0.77,0.465,0.77,0.83,0.05,0.57,0.02,0.448,579.7845085,418.5993455,579.7845085,418.5993455
Portugal,PRT,2014,SME,0.7698035,0.4648385,298951.673,362200,14883,12698,4.10905577,4.246,4.246,3.505797902,0,0.749,0.407,0.77,0.83,0.05,0.57,0.02,0.448,635.3783661,383.6671652,635.3783661,383.6671652
Portugal,PRT,2015,SME,0.7491929,0.4071153,307230.008,337507,16888,14008,5.00374807,5.004,5.004,4.150432435,0,,,0.77,0.83,0.05,0.57,0.02,0.448,681.9844941,370.5939044,681.9844941,370.5939044
Portugal,PRT,2016,SME,0.7073579,0.3640004,326364.379,343117,21272.17582,16603,,5.775,5.775,4.838874203,0,,,0.77,0.83,0.05,0.57,0.02,0.448,672.8212877,346.228151,672.8212877,346.228151
Portugal,PRT,2017,SME,0.6994143,0.3854102,340370.325,346963,22194,18812,6.396647481,6.397,6.397,5.421903776,0,,,0.77,0.83,0.05,0.57,0.02,0.448,686.1246663,378.0869863,686.1246663,378.0869863
Portugal,PRT,2018,SME,0.6794092,0.3633307,359232.261,356390,28122,23736,7.890793793,7.891,7.891,6.660119532,0,,,0.77,0.83,0.05,0.57,0.02,0.448,684.8275851,366.2283141,684.8275851,366.2283141
Spanje,ESP,2008,SME,0.9418286,0.2524094,1528583.756,1781019,37726,25789,2.118225578,,2.118225578,1.44799129,1,1.009,0.267,0.45,0.63,0.2,0.17,0.13,0.316,808.3371929,216.6337971,808.3371929,216.6337971
Spanje,ESP,2009,SME,1.018049,0.2691893,1488992.726,1800834,48517,35155,2.694140604,,2.694140604,1.952151059,1,1.023,0.285,0.45,0.63,0.2,0.17,0.13,0.316,841.7586272,222.5751566,841.7586272,222.5751566
Spanje,ESP,2010,SME,1.03082,0.287024,1476808.758,1878973,56018,41514,2.981309471,3.004,3.004,2.209398432,0,0.999,0.291,0.45,0.63,0.2,0.17,0.13,0.316,810.1893981,225.5910846,810.1893981,225.5910846
Spanje,ESP,2011,SME,1.005349,0.2923992,1489594.952,1950482,62636,44546,3.211308794,3.211,3.211,2.283845737,0,0.905,0.334,0.45,0.63,0.2,0.17,0.13,0.316,767.7911385,223.3070453,767.7911385,223.3070453
Spanje,ESP,2012,SME,0.9129882,0.3368196,1483646.902,1965829,55759,40030,2.836411509,2.836,2.836,2.036291051,0,0.879,0.389,0.45,0.63,0.2,0.17,0.13,0.316,689.0488005,254.2038784,689.0488005,254.2038784
Spanje,ESP,2013,SME,0.8837213,0.3914905,1512074.431,1969413,56361,39474,2.861817201,2.862,2.862,2.004353581,0,0.853,0.393,0.45,0.63,0.2,0.17,0.13,0.316,678.5028746,300.5782815,678.5028746,300.5782815
Spanje,ESP,2014,SME,0.8574864,0.3951935,1558306.999,1982162,,,,2.434,2.434,,0,0.85,0.407,0.45,0.63,0.2,0.17,0.13,0.316,674.1260597,310.6874196,674.1260597,310.6874196
Spanje,ESP,2015,SME,0.8518408,0.4079603,1621069.826,1963924,,,,2.726,2.726,,0,,,0.45,0.63,0.2,0.17,0.13,0.316,703.1297634,336.7401857,703.1297634,336.7401857
Spanje,ESP,2016,SME,0.8172237,0.4094982,1733213.64,1968702,49837,31901,2.531464894,2.531,2.531,1.620407761,0,,,0.45,0.63,0.2,0.17,0.13,0.316,719.4706277,360.5156422,719.4706277,360.5156422
Spanje,ESP,2017,SME,0.8292834,0.4030436,1841779.72,2010183,64927,42154,3.229904939,3.23,3.23,2.097023007,0,,,0.45,0.63,0.2,0.17,0.13,0.316,759.810101,369.2785825,759.810101,369.2785825
Spanje,ESP,2018,SME,0.8178063,0.4260387,1905614.461,2051826,70912,46226,3.456043544,3.456,3.456,2.252920082,0,,,0.45,0.63,0.2,0.17,0.13,0.316,759.5300535,395.6795107,759.5300535,395.6795107
